drugbank_id	name	z_score_pan	z_score_sars	z_score_mers	z_score_ibv	z_score_mhv	p_value_pan	p_value_sars	p_value_mers	p_value_ibv	p_value_mhv
DB01431	Allylestrenol	-1.319	-0.461	-0.79	-3.706	-1.503	0.054	0.243	0.158	0.004	0.036
DB11064	Homosalate	-1.319	-0.461	-0.79	-3.706	-1.503	0.054	0.243	0.158	0.004	0.036
DB03796	Palmitic Acid	-1.313	-0.691	0.613	1.082	-1.553	0.083	0.198	0.604	0.781	0.051
DB00749	Etodolac	-1.3	-0.474	1.566	-2.424	-0.604	0.06	0.248	0.905	0.005	0.186
DB00472	Fluoxetine	-1.297	-0.208	-1.008	-0.07	-0.98	0.06	0.337	0.119	0.399	0.119
DB09070	Tibolone	-1.29	-0.238	-0.047	-2.777	-1.654	0.049	0.291	0.377	0.007	0.036
DB09033	Vedolizumab	-1.28	-0.198	1.184	-3.826	-2.612	0.056	0.33	0.849	0	0.009
DB01718	Cetrimonium	-1.278	-0.651	-1.312	-2.493	-0.975	0.054	0.165	0.075	0.008	0.111
DB00348	Nitisinone	-1.276	-1.232	-0.664	-1.415	-1.525	0.037	0.132	0.284	0.011	0.008
DB00719	Azatadine	-1.276	-1.232	-0.664	-1.415	-1.525	0.037	0.132	0.284	0.011	0.008
DB00748	Carbinoxamine	-1.276	-1.232	-0.664	-1.415	-1.525	0.037	0.132	0.284	0.011	0.008
DB00792	Tripelennamine	-1.276	-1.232	-0.664	-1.415	-1.525	0.037	0.132	0.284	0.011	0.008
DB00902	Methdilazine	-1.276	-1.232	-0.664	-1.415	-1.525	0.037	0.132	0.284	0.011	0.008
DB01084	Emedastine	-1.276	-1.232	-0.664	-1.415	-1.525	0.037	0.132	0.284	0.011	0.008
DB01237	Bromodiphenhydramine	-1.276	-1.232	-0.664	-1.415	-1.525	0.037	0.132	0.284	0.011	0.008
DB01615	Aceprometazine	-1.276	-1.232	-0.664	-1.415	-1.525	0.037	0.132	0.284	0.011	0.008
DB01619	Phenindamine	-1.276	-1.232	-0.664	-1.415	-1.525	0.037	0.132	0.284	0.011	0.008
DB04837	Clofedanol	-1.276	-1.232	-0.664	-1.415	-1.525	0.037	0.132	0.284	0.011	0.008
DB04890	Bepotastine	-1.276	-1.232	-0.664	-1.415	-1.525	0.037	0.132	0.284	0.011	0.008
DB06282	Levocetirizine	-1.276	-1.232	-0.664	-1.415	-1.525	0.037	0.132	0.284	0.011	0.008
DB06766	Alcaftadine	-1.276	-1.232	-0.664	-1.415	-1.525	0.037	0.132	0.284	0.011	0.008
DB08802	Isothipendyl	-1.276	-1.232	-0.664	-1.415	-1.525	0.037	0.132	0.284	0.011	0.008
DB09555	Dexchlorpheniramine maleate	-1.276	-1.232	-0.664	-1.415	-1.525	0.037	0.132	0.284	0.011	0.008
DB11591	Bilastine	-1.276	-1.232	-0.664	-1.415	-1.525	0.037	0.132	0.284	0.011	0.008
DB06888	"(13R,15S)-13-METHYL-16-OXA-8,9,12,22,24-PENTAAZAHEXACYCLO[15.6.2.16,9.1,12,15.0,2,7.0,21,25]HEPTACOSA-1(24),2,4,6,17(25),18,20-HEPTAENE-23,26-DIONE"	-1.272	-0.869	0.265	-1.759	-1.678	0.066	0.111	0.525	0.028	0.029
DB07540	"4-{5-[(1Z)-1-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)ETHYL]-2-FURYL}BENZENESULFONAMIDE"	-1.272	-0.869	0.265	-1.759	-1.678	0.066	0.111	0.525	0.028	0.029
DB07686	"4-{[5-(CYCLOHEXYLAMINO)[1,2,4]TRIAZOLO[1,5-A]PYRIMIDIN-7-YL]AMINO}BENZENESULFONAMIDE"	-1.272	-0.869	0.265	-1.759	-1.678	0.066	0.111	0.525	0.028	0.029
DB07687	"4-({5-[(4-AMINOCYCLOHEXYL)AMINO][1,2,4]TRIAZOLO[1,5-A]PYRIMIDIN-7-YL}AMINO)BENZENESULFONAMIDE"	-1.272	-0.869	0.265	-1.759	-1.678	0.066	0.111	0.525	0.028	0.029
DB08814	Triflusal	-1.272	0.105	-0.422	-2.993	-1.717	0.088	0.461	0.251	0.004	0.037
DB11611	Lifitegrast	-1.263	0.437	-0.267	-3.013	-3.21	0.019	0.695	0.106	0.003	0
DB00811	Ribavirin	-1.255	-0.445	-2.591	-1.752	0.142	0.091	0.271	0.009	0.028	0.465
DB00823	Ethynodiol diacetate	-1.25	-0.32	-0.962	-3.76	-1.648	0.054	0.274	0.125	0.005	0.026
DB04552	Niflumic acid	-1.25	-2.073	1.824	-0.304	0.411	0.085	0.01	0.932	0.28	0.565
DB00727	Nitroglycerin	-1.243	-1.061	-0.95	-1.25	-1.453	0.035	0.196	0.165	0.024	0.009
DB00883	Isosorbide dinitrate	-1.243	-1.061	-0.95	-1.25	-1.453	0.035	0.196	0.165	0.024	0.009
DB01612	Amyl Nitrite	-1.243	-1.061	-0.95	-1.25	-1.453	0.035	0.196	0.165	0.024	0.009
DB08047	"4-[1-allyl-7-(trifluoromethyl)-1H-indazol-3-yl]benzene-1,3-diol"	-1.243	-0.414	-0.734	-2.543	-1.491	0.054	0.257	0.178	0.008	0.037
DB08773	RALOXIFENE CORE	-1.243	-0.414	-0.734	-2.543	-1.491	0.054	0.257	0.178	0.008	0.037
DB00051	Adalimumab	-1.242	-1.692	-1.262	-0.515	0.73	0.078	0.039	0.073	0.236	0.694
DB00603	Medroxyprogesterone acetate	-1.24	-0.682	-1.301	-2.944	-1.839	0.058	0.173	0.063	0.005	0.022
DB09213	Dexibuprofen	-1.237	-0.601	1.408	0.242	-1.462	0.089	0.223	0.885	0.521	0.041
DB04491	Diisopropylphosphono Group	-1.233	-1.211	0.199	-1.211	-0.778	0.014	0.045	0.469	0.053	0.122
DB01219	Dantrolene	-1.231	-0.839	1.384	-0.787	-1.538	0.027	0.121	0.852	0.15	0.023
DB06832	"2-(3-FLUORO-4-HYDROXYPHENYL)-7-VINYL-1,3-BENZOXAZOL-5-OL"	-1.231	-0.377	-0.758	-2.547	-1.719	0.055	0.271	0.169	0.008	0.021
DB06875	3-(3-FLUORO-4-HYDROXYPHENYL)-7-HYDROXY-1-NAPHTHONITRILE	-1.231	-0.377	-0.758	-2.547	-1.719	0.055	0.271	0.169	0.008	0.021
DB06927	[5-HYDROXY-2-(4-HYDROXYPHENYL)-1-BENZOFURAN-7-YL]ACETONITRILE	-1.231	-0.377	-0.758	-2.547	-1.719	0.055	0.271	0.169	0.008	0.021
DB07009	"2-(5-HYDROXY-NAPHTHALEN-1-YL)-1,3-BENZOOXAZOL-6-OL"	-1.231	-0.377	-0.758	-2.547	-1.719	0.055	0.271	0.169	0.008	0.021
DB07119	1-CHLORO-6-(4-HYDROXYPHENYL)-2-NAPHTHOL	-1.231	-0.377	-0.758	-2.547	-1.719	0.055	0.271	0.169	0.008	0.021
DB07150	4-(4-HYDROXYPHENYL)-1-NAPHTHALDEHYDE OXIME	-1.231	-0.377	-0.758	-2.547	-1.719	0.055	0.271	0.169	0.008	0.021
DB07198	5-HYDROXY-2-(4-HYDROXYPHENYL)-1-BENZOFURAN-7-CARBONITRILE	-1.231	-0.377	-0.758	-2.547	-1.719	0.055	0.271	0.169	0.008	0.021
DB07230	3-BROMO-6-HYDROXY-2-(4-HYDROXYPHENYL)-1H-INDEN-1-ONE	-1.231	-0.377	-0.758	-2.547	-1.719	0.055	0.271	0.169	0.008	0.021
DB07236	3-(6-HYDROXY-NAPHTHALEN-2-YL)-BENZO[D]ISOOXAZOL-6-OL	-1.231	-0.377	-0.758	-2.547	-1.719	0.055	0.271	0.169	0.008	0.021
DB07268	2-({2-[(3-HYDROXYPHENYL)AMINO]PYRIMIDIN-4-YL}AMINO)BENZAMIDE	-1.224	-1.134	0.186	-1.731	-0.145	0.064	0.053	0.407	0.022	0.34
DB09462	Glycerin	-1.215	-1.947	0.505	1.01	-0.242	0.092	0.019	0.558	0.801	0.338
DB04815	Clioquinol	-1.212	-0.87	-0.546	-0.975	0.071	0.06	0.11	0.232	0.129	0.429
DB06713	Norelgestromin	-1.206	-0.212	-0.663	-3.215	-1.414	0.057	0.303	0.191	0.005	0.043
DB02216	S-Methylcysteine	-1.205	-0.628	-0.335	-2.971	-2.169	0.02	0.183	0.077	0.002	0.001
DB00588	Fluticasone propionate	-1.204	-0.494	0.291	-1.953	-1.276	0.091	0.251	0.229	0.021	0.068
DB04817	Metamizole	-1.199	-1.184	-0.279	-1.563	-1.26	0.006	0.034	0.437	0.002	0.007
DB01051	Novobiocin	-1.194	-1.132	-0.592	-1.273	-1.427	0.061	0.174	0.321	0.021	0.009
DB01241	Gemfibrozil	-1.192	-1.005	1.304	0.987	-0.948	0.091	0.124	0.834	0.659	0.133
DB01196	Estramustine	-1.191	-0.223	-1.459	-2.36	-1.669	0.056	0.31	0.046	0.011	0.033
DB00584	Enalapril	-1.185	-0.743	0.414	-1.197	-1.289	0.015	0.141	0.546	0.058	0.021
DB08951	Indoprofen	-1.184	-0.328	-0.76	-1.656	-0.738	0.066	0.258	0.157	0.032	0.149
DB01178	Chlormezanone	-1.182	-1.159	-0.371	-1.119	-1.272	0.007	0.033	0.395	0.023	0.017
DB01185	Fluoxymesterone	-1.182	-0.283	-1.433	-3.22	-1.653	0.052	0.271	0.048	0.004	0.031
DB06905	"(2S,3S,4E,6E,8S,9S)-3-amino-9-methoxy-2,6,8-trimethyl-10-phenyldeca-4,6-dienoic acid"	-1.182	-0.244	0.641	-0.965	-1.895	0.091	0.352	0.389	0.109	0.016
DB01269	Panitumumab	-1.173	-0.884	0.411	-0.176	-1.872	0.071	0.121	0.328	0.292	0.02
DB09559	Necitumumab	-1.173	-0.884	0.411	-0.176	-1.872	0.071	0.121	0.328	0.292	0.02
DB00784	Mefenamic acid	-1.17	-0.967	1.886	-1.088	-1.851	0.1	0.137	0.948	0.098	0.033
DB01133	Tiludronic acid	-1.163	-0.436	-1.671	0.571	-1.213	0.104	0.282	0.018	0.572	0.073
DB01041	Thalidomide	-1.159	-0.642	-1.498	-1.801	-1.414	0.068	0.19	0.048	0.027	0.057
DB03721	N-acetyl-alpha-neuraminic acid	-1.156	-0.882	1.963	-1.61	0.174	0.101	0.142	0.952	0.039	0.471
DB07533	"4-{5-[(Z)-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]-2-FURYL}-N-METHYLBENZENESULFONAMIDE"	-1.145	-0.956	-0.758	-1.396	-1.012	0.063	0.123	0.169	0.055	0.08
DB07534	"4-{5-[(Z)-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]FURAN-2-YL}BENZENESULFONAMIDE"	-1.145	-0.956	-0.758	-1.396	-1.012	0.063	0.123	0.169	0.055	0.08
DB07538	"4-{5-[(Z)-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]FURAN-2-YL}-2-(TRIFLUOROMETHYL)BENZENESULFONAMIDE"	-1.145	-0.956	-0.758	-1.396	-1.012	0.063	0.123	0.169	0.055	0.08
DB01296	Glucosamine	-1.142	-0.36	-1.711	-1.56	-0.177	0.109	0.307	0.022	0.029	0.346
DB03467	Naringenin	-1.127	-1.096	-0.171	-0.375	-1.174	0.093	0.105	0.246	0.206	0.083
DB00492	Fosinopril	-1.126	-1.054	-0.371	-1.119	-1.272	0.031	0.099	0.395	0.023	0.017
DB00519	Trandolapril	-1.126	-1.054	-0.371	-1.119	-1.272	0.031	0.099	0.395	0.023	0.017
DB00542	Benazepril	-1.126	-1.054	-0.371	-1.119	-1.272	0.031	0.099	0.395	0.023	0.017
DB01340	Cilazapril	-1.126	-1.054	-0.371	-1.119	-1.272	0.031	0.099	0.395	0.023	0.017
DB01348	Spirapril	-1.126	-1.054	-0.371	-1.119	-1.272	0.031	0.099	0.395	0.023	0.017
DB08836	Temocapril	-1.126	-1.054	-0.371	-1.119	-1.272	0.031	0.099	0.395	0.023	0.017
DB13166	Zofenopril	-1.126	-1.054	-0.371	-1.119	-1.272	0.031	0.099	0.395	0.023	0.017
DB08217	"S-[(1-Hydroxy-2,2,5,5-tetramethyl-2,5-dihydro-1H-pyrrol-3-yl)methyl] methanesulfonothioate"	-1.117	-1.125	1.416	-1.392	-2.069	0.001	0.009	0.886	0.024	0
DB03297	Benzylsulfinic Acid	-1.097	-0.988	0.286	-1.357	-0.961	0.006	0.034	0.591	0.019	0.032
DB04186	"N'-(Pyrrolidino[2,1-B]Isoindolin-4-On-8-Yl)-N-(Pyridin-2-Yl)Urea"	-1.097	-0.588	-0.299	-1.371	-1.122	0.091	0.203	0.294	0.05	0.076
DB00221	Isoetarine	-1.094	-0.4	-1.145	0.357	-1.436	0.114	0.288	0.054	0.565	0.049
DB07347	4-(2-Aminoethyl)Benzenesulfonyl Fluoride	-1.091	-0.161	0.249	-1.628	-1.899	0.091	0.395	0.219	0.031	0.017
DB01257	Eculizumab	-1.085	-0.942	-0.34	-1.057	-1.212	0.072	0.186	0.414	0.037	0.019
DB01649	7-methyl-GpppA	-1.085	-0.793	1.554	-1.209	-2.281	0.021	0.135	0.891	0.078	0
DB01960	7n-Methyl-8-Hydroguanosine-5'-Diphosphate	-1.085	-0.793	1.554	-1.209	-2.281	0.021	0.135	0.891	0.078	0
DB04573	Estriol	-1.084	-0.123	-1.837	-2.194	-1.39	0.069	0.353	0.028	0.014	0.048
DB00052	Somatotropin	-1.083	-0.823	-0.604	0.077	-1.481	0.009	0.089	0.052	0.314	0.005
DB00169	Cholecalciferol	-1.083	-0.535	1.234	0.229	-1.371	0.098	0.249	0.817	0.509	0.045
DB00839	Tolazamide	-1.08	-0.894	-0.258	-0.968	-1.313	0.049	0.225	0.437	0.036	0.001
DB04845	Ixabepilone	-1.079	-0.707	-0.875	-0.998	-2.288	0.042	0.174	0.157	0.085	0.001
DB00236	Pipobroman	-1.078	-1.038	-0.377	-1.137	-1.372	0.033	0.159	0.412	0.026	0.002
DB00414	Acetohexamide	-1.078	-1.038	-0.377	-1.137	-1.372	0.033	0.159	0.412	0.026	0.002
DB00916	Metronidazole	-1.078	-1.038	-0.377	-1.137	-1.372	0.033	0.159	0.412	0.026	0.002
DB09330	Osimertinib	-1.074	-0.653	0.652	0.424	-2.129	0.093	0.177	0.432	0.579	0.015
DB08441	"6-BROMO-13-THIA-2,4,8,12,19-PENTAAZATRICYCLO[12.3.1.1~3,7~]NONADECA-1(18),3(19),4,6,14,16-HEXAENE 13,13-DIOXIDE"	-1.072	-0.729	-0.786	-1.894	-1.094	0.068	0.187	0.159	0.019	0.069
DB01306	Insulin Aspart	-1.065	-1.195	0.296	0.283	-1.315	0.004	0.009	0.542	0.514	0
DB01307	Insulin Detemir	-1.065	-1.195	0.296	0.283	-1.315	0.004	0.009	0.542	0.514	0
DB01309	Insulin Glulisine	-1.065	-1.195	0.296	0.283	-1.315	0.004	0.009	0.542	0.514	0
DB09564	Insulin Degludec	-1.065	-1.195	0.296	0.283	-1.315	0.004	0.009	0.542	0.514	0
DB03271		-1.063	-0.042	0.971	-0.921	-2.84	0.087	0.476	0.745	0.114	0
DB00655	Estrone	-1.059	-0.108	-1.217	-1.916	-1.896	0.068	0.368	0.086	0.017	0.018
DB04652	Corticosterone	-1.058	-0.93	0.757	1.573	-2.521	0.12	0.145	0.656	0.916	0.003
DB06698	Betahistine	-1.058	-0.97	-0.645	-1.176	-1.26	0.077	0.193	0.263	0.021	0.007
DB04751	Purvalanol A	-1.057	-0.376	0.089	-0.789	-1.343	0.074	0.244	0.453	0.154	0.058
DB00240	Alclometasone	-1.056	-0.844	-0.111	-1.159	-1.169	0.049	0.099	0.142	0.066	0.035
DB00592	Piperazine	-1.056	-0.887	-0.34	-1.057	-1.212	0.097	0.256	0.414	0.037	0.019
DB00596	Ulobetasol	-1.056	-0.844	-0.111	-1.159	-1.169	0.049	0.099	0.142	0.066	0.035
DB00663	Flumethasone	-1.056	-0.844	-0.111	-1.159	-1.169	0.049	0.099	0.142	0.066	0.035
DB00769	Hydrocortamate	-1.056	-0.844	-0.111	-1.159	-1.169	0.049	0.099	0.142	0.066	0.035
DB00838	Clocortolone	-1.056	-0.844	-0.111	-1.159	-1.169	0.049	0.099	0.142	0.066	0.035
DB00873	Loteprednol	-1.056	-0.844	-0.111	-1.159	-1.169	0.049	0.099	0.142	0.066	0.035
DB01263	Posaconazole	-1.056	-0.887	-0.34	-1.057	-1.212	0.097	0.256	0.414	0.037	0.019
DB01384	Paramethasone	-1.056	-0.844	-0.111	-1.159	-1.169	0.049	0.099	0.142	0.066	0.035
DB06781	Difluprednate	-1.056	-0.844	-0.111	-1.159	-1.169	0.049	0.099	0.142	0.066	0.035
DB08906	Fluticasone furoate	-1.056	-0.844	-0.111	-1.159	-1.169	0.049	0.099	0.142	0.066	0.035
DB13158	Clobetasone	-1.056	-0.844	-0.111	-1.159	-1.169	0.049	0.099	0.142	0.066	0.035
DB01593	Zinc	-1.055	-1.733	-0.009	-0.036	-0.107	0.126	0.057	0.45	0.384	0.38
DB01277	Mecasermin	-1.054	-0.366	0.246	1.488	-1.955	0.115	0.303	0.206	0.838	0.009
DB07336	4-[3-(1H-BENZIMIDAZOL-2-YL)-1H-INDAZOL-6-YL]-2-METHOXYPHENOL	-1.044	-0.266	-0.052	-2.309	-1.074	0.094	0.29	0.287	0.01	0.086
DB03365	"4-[3-Hydroxyanilino]-6,7-Dimethoxyquinazoline"	-1.038	-0.293	-0.282	-2.025	-0.605	0.096	0.274	0.221	0.018	0.16
DB00552	Pentostatin	-1.035	-0.896	-1.547	-1.422	-1.324	0.019	0.118	0.002	0.001	0.005
DB01805	Monoisopropylphosphorylserine	-1.03	-1.258	0.761	-1.233	-0.636	0.015	0.018	0.735	0.044	0.151
DB06237	Avanafil	-1.03	-0.916	-0.279	-0.983	-1.174	0.102	0.256	0.437	0.112	0.029
DB00571	Propranolol	-1.02	-1.415	-1.095	1.158	-0.063	0.137	0.07	0.087	0.846	0.395
DB06317	Elotuzumab	-1.018	-0.833	-0.258	-0.968	-1.219	0.093	0.277	0.437	0.036	0.003
DB00648	Mitotane	-1.014	0.399	0.222	-2.313	-1.219	0.099	0.6	0.476	0.016	0.077
DB07664	"5-AMINO-3-{[4-(AMINOSULFONYL)PHENYL]AMINO}-N-(2,6-DIFLUOROPHENYL)-1H-1,2,4-TRIAZOLE-1-CARBOTHIOAMIDE"	-1.012	-0.556	-1.04	-1.67	-0.8	0.076	0.2	0.113	0.038	0.149
DB09031	Miltefosine	-1.003	-1.836	-1.025	-1.235	-0.354	0.077	0.023	0.075	0.079	0.247
DB07431	"(3R)-3-(aminomethyl)-9-methoxy-1,2,3,4-tetrahydro-5H-[1]benzothieno[3,2-e][1,4]diazepin-5-one"	-1	-0.538	-0.819	-1.982	-1.145	0.079	0.232	0.153	0.017	0.063
DB06689	Ethanolamine oleate	-0.998	-0.634	2.244	0.359	-0.724	0.135	0.223	0.985	0.554	0.195
DB08348	"N~2~,N~2~-DIMETHYL-N~1~-(6-OXO-5,6-DIHYDROPHENANTHRIDIN-2-YL)GLYCINAMIDE"	-0.995	-0.043	-1.727	-2.458	0.028	0.137	0.431	0.032	0.006	0.444
DB03490	"3-Pyridin-4-Yl-2,4-Dihydro-Indeno[1,2-.C.]Pyrazole"	-0.991	-0.196	-0.983	-1.759	-1.678	0.098	0.315	0.117	0.028	0.029
DB04288	2-[Trans-(4-Aminocyclohexyl)Amino]-6-(Benzyl-Amino)-9-Cyclopentylpurine	-0.991	-0.196	-0.983	-1.759	-1.678	0.098	0.315	0.117	0.028	0.029
DB07024	"2-(3,4-DIHYDROXYPHENYL)-8-(1,1-DIOXIDOISOTHIAZOLIDIN-2-YL)-3-HYDROXY-6-METHYL-4H-CHROMEN-4-ONE"	-0.991	-0.196	-0.983	-1.759	-1.678	0.098	0.315	0.117	0.028	0.029
DB07936	N-(4-{[(3S)-3-(dimethylamino)pyrrolidin-1-yl]carbonyl}phenyl)-5-fluoro-4-[2-methyl-1-(1-methylethyl)-1H-imidazol-5-yl]pyrimidin-2-amine	-0.991	-0.196	-0.983	-1.759	-1.678	0.098	0.315	0.117	0.028	0.029
DB08122	"N-METHYL-4-{[(2-OXO-1,2-DIHYDRO-3H-INDOL-3-YLIDENE)METHYL]AMINO}BENZENESULFONAMIDE"	-0.991	-0.196	-0.983	-1.759	-1.678	0.098	0.315	0.117	0.028	0.029
DB08123	"N-METHYL-{4-[2-(7-OXO-6,7-DIHYDRO-8H-[1,3]THIAZOLO[5,4-E]INDOL-8-YLIDENE)HYDRAZINO]PHENYL}METHANESULFONAMIDE"	-0.991	-0.196	-0.983	-1.759	-1.678	0.098	0.315	0.117	0.028	0.029
DB08124	"3-{[(2,2-DIOXIDO-1,3-DIHYDRO-2-BENZOTHIEN-5-YL)AMINO]METHYLENE}-5-(1,3-OXAZOL-5-YL)-1,3-DIHYDRO-2H-INDOL-2-ONE"	-0.991	-0.196	-0.983	-1.759	-1.678	0.098	0.315	0.117	0.028	0.029
DB08125	"4-{[(2-OXO-1,2-DIHYDRO-3H-INDOL-3-YLIDENE)METHYL]AMINO}-N-(1,3-THIAZOL-2-YL)BENZENESULFONAMIDE"	-0.991	-0.196	-0.983	-1.759	-1.678	0.098	0.315	0.117	0.028	0.029
DB08126	"3-{[4-([AMINO(IMINO)METHYL]AMINOSULFONYL)ANILINO]METHYLENE}-2-OXO-2,3-DIHYDRO-1H-INDOLE"	-0.991	-0.196	-0.983	-1.759	-1.678	0.098	0.315	0.117	0.028	0.029
DB08138	"{[(2,6-difluorophenyl)carbonyl]amino}-N-(4-fluorophenyl)-1H-pyrazole-3-carboxamide"	-0.991	-0.196	-0.983	-1.759	-1.678	0.098	0.315	0.117	0.028	0.029
DB08141	"4-{[(2,6-difluorophenyl)carbonyl]amino}-N-[(3S)-piperidin-3-yl]-1H-pyrazole-3-carboxamide"	-0.991	-0.196	-0.983	-1.759	-1.678	0.098	0.315	0.117	0.028	0.029
DB00974	Edetic Acid	-0.988	-0.852	-0.238	-0.955	-1.287	0.041	0.206	0.461	0.043	0.002
DB01411	Pranlukast	-0.988	0.122	-1.488	-0.76	-1.098	0.106	0.456	0.057	0.174	0.065
DB09039	Eliglustat	-0.988	-0.852	-0.238	-0.955	-1.287	0.041	0.206	0.461	0.043	0.002
DB00634	Sulfacetamide	-0.984	-0.875	-0.029	-0.841	-1.253	0.009	0.08	0.527	0.05	0
DB01131	Proguanil	-0.984	-0.875	-0.029	-0.841	-1.253	0.009	0.08	0.527	0.05	0
DB02015	Dihydrofolic Acid	-0.984	-0.875	-0.029	-0.841	-1.253	0.009	0.08	0.527	0.05	0
DB08741	"5-[[(2R)-2-cyclopropyl-7,8-dimethoxy-2H-chromen-5-yl]methyl]pyrimidine-2,4-diamine"	-0.984	-0.875	-0.029	-0.841	-1.253	0.009	0.08	0.527	0.05	0
DB08878	Aminopterin	-0.984	-0.875	-0.029	-0.841	-1.253	0.009	0.08	0.527	0.05	0
DB09086	Eugenol	-0.978	0.143	-1.436	-3.016	-1.174	0.107	0.479	0.051	0.009	0.077
DB01686	"N,N-dimethylarginine"	-0.977	0.324	1.041	-0.519	-3.333	0.119	0.559	0.74	0.219	0
DB02207	7-Nitroindazole	-0.977	0.324	1.041	-0.519	-3.333	0.119	0.559	0.74	0.219	0
DB02234	S-Ethylisothiourea	-0.977	0.324	1.041	-0.519	-3.333	0.119	0.559	0.74	0.219	0
DB03100	6-Nitroindazole	-0.977	0.324	1.041	-0.519	-3.333	0.119	0.559	0.74	0.219	0
DB04534	5-Nitroindazole	-0.977	0.324	1.041	-0.519	-3.333	0.119	0.559	0.74	0.219	0
DB07001	"(3S,5E)-3-propyl-3,4-dihydrothieno[2,3-f][1,4]oxazepin-5(2H)-imine"	-0.977	0.324	1.041	-0.519	-3.333	0.119	0.559	0.74	0.219	0
DB07388	ETHYL 4-[(4-METHYLPYRIDIN-2-YL)AMINO]PIPERIDINE-1-CARBOXYLATE	-0.977	0.324	1.041	-0.519	-3.333	0.119	0.559	0.74	0.219	0
DB00764	Mometasone	-0.972	-0.568	0.198	-1.743	-1.117	0.111	0.243	0.198	0.028	0.083
DB02930	Adenosine 5'-[??-thio]triphosphate	-0.968	-0.863	0.157	0.074	-1.384	0.01	0.074	0.478	0.333	0.006
DB00046	Insulin Lispro	-0.966	-0.97	1.04	1.231	-1.049	0.099	0.124	0.774	0.753	0.093
DB00047	Insulin glargine	-0.966	-0.97	1.04	1.231	-1.049	0.099	0.124	0.774	0.753	0.093
DB00867	Ritodrine	-0.966	-0.355	-2.146	0.061	-1.657	0.137	0.311	0.009	0.421	0.02
DB03382	S-oxy-L-cysteine	-0.959	-1.07	-0.477	1.496	-0.002	0.141	0.107	0.108	0.93	0.41
DB01125	Anisindione	-0.958	-0.852	-0.238	-0.955	-1.198	0.058	0.206	0.461	0.043	0.013
DB02366	CRA_10762	-0.958	-0.607	0.429	-0.9	-1.271	0.036	0.201	0.554	0.093	0.025
DB09269	Phenylacetic acid	-0.95	-0.823	-0.084	-0.818	-1.18	0.031	0.148	0.509	0.069	0.002
DB05482	7-ethyl-10-hydroxycamptothecin	-0.947	-0.094	0.321	-3.462	-1.539	0.046	0.478	0.521	0	0.007
DB06884	4-HYDROXY-N'-(4-ISOPROPYLBENZYL)BENZOHYDRAZIDE	-0.947	-0.686	0.756	0.697	-1.69	0.073	0.168	0.635	0.548	0.011
DB01331	Cefoxitin	-0.946	-0.912	-0.735	-1	-1.139	0.064	0.215	0.202	0.041	0.028
DB00827	Cinoxacin	-0.943	-0.791	-0.071	-1.329	-1.193	0.037	0.209	0.494	0.002	0.005
DB07177	"(5E,13E)-11-HYDROXY-9,15-DIOXOPROSTA-5,13-DIEN-1-OIC ACID"	-0.943	-0.779	-0.313	-0.918	-1.198	0.048	0.235	0.404	0.042	0.005
DB09343	Tipiracil	-0.943	-0.791	-0.071	-0.865	-1.193	0.037	0.209	0.494	0.045	0.005
DB05804	Prasterone sulfate	-0.941	-0.78	-0.645	-0.968	-1.14	0.072	0.254	0.224	0.036	0.036
DB04185	Norvaline	-0.939	-0.795	-0.321	-0.9	-1.123	0.061	0.207	0.378	0.055	0.014
DB05676	Apremilast	-0.937	-0.959	-2.067	-0.395	-0.269	0.142	0.13	0.013	0.245	0.31
DB01428	Oxybenzone	-0.935	0.18	-1.425	-2.7	-1.152	0.093	0.499	0.063	0.009	0.066
DB01524	Androstenediol	-0.935	-0.084	-1.541	-2.265	-1.602	0.077	0.333	0.045	0.018	0.033
DB07402	Azapropazone	-0.935	-0.856	0.198	-1.383	-1.087	0.031	0.125	0.62	0.001	0.012
DB01058	Praziquantel	-0.934	-0.858	-0.169	-0.928	-1.168	0.036	0.15	0.487	0.034	0.009
DB02703	Fusidic acid	-0.934	-0.858	-0.169	-0.928	-1.168	0.036	0.15	0.487	0.034	0.009
DB02950	Hymenialdisine	-0.934	-0.492	-0.62	-1.841	-1.015	0.087	0.243	0.212	0.019	0.08
DB07220	"N-[5-(1,1-DIOXIDOISOTHIAZOLIDIN-2-YL)-1H-INDAZOL-3-YL]-2-(4-PIPERIDIN-1-YLPHENYL)ACETAMIDE"	-0.934	-0.492	-0.62	-1.452	-1.256	0.087	0.243	0.212	0.046	0.051
DB08880	Teriflunomide	-0.934	-0.858	-0.611	-0.928	-1.075	0.036	0.15	0.241	0.034	0.022
DB08299	"4-[8-(3-nitrophenyl)-1,7-naphthyridin-6-yl]benzoic acid"	-0.926	-0.54	1.064	-1.096	-0.758	0.076	0.218	0.784	0.07	0.124
DB00923	Ceforanide	-0.925	-0.737	-0.778	-0.943	-1.07	0.113	0.317	0.321	0.044	0.05
DB00291	Chlorambucil	-0.922	0.091	-1.057	-2.067	-1.657	0.099	0.444	0.083	0.015	0.038
