cmap_instance	drugbank_id	name	dose	cell_line	mers1_es	mers1_p	sars1_es	sars1_p	sars2_es	sars2_p
1161	DB02546	Vorinostat	0.00001	HL60	0	1	0	1	0	0.96
1162	DB00877	Sirolimus	0.0000001	HL60	0	1	0	1	0	0.98
1163	DB00313	Valproic Acid	0.00005	HL60	0.666094212	0	0	1	0.517404963	0
1164	DB00179	Masoprocol	0.000001	HL60	0	1	0	1	0	1
1165	DB00831	Trifluoperazine	0.00001	HL60	0	1	0	1	0.902952323	0
1166	DB05134	Tanespimycin	0.000001	HL60	0	1	0	1	0.571839786	0
1167	DB05134	Tanespimycin	0.000001	HL60	0	1	0	1	0.612955281	0
1168	DB02656	LY-294002	0.00001	HL60	0	1	0	1	0	1
1169	DB02424	Geldanamycin	0.000001	HL60	0	1	0	1	0	1
1170	DB00363	Clozapine	0.00001	HL60	0	1	0	1	0.476394161	0
1171	DB00679	Thioridazine	0.00001	HL60	-0.608904317	1	0	1	0.646052055	0
1173	DB00197	Troglitazone	0.00001	HL60	0	1	0	1	0.764967991	0
1174	DB00412	Rosiglitazone	0.00001	HL60	0	1	0	1	0	1
1176	DB01645	Genistein	0.00001	HL60	0	1	0	1	0.702215088	0
1177	DB02656	LY-294002	0.00001	HL60	0	1	0	1	0.605322922	0
1178	DB00623	Fluphenazine	0.00001	HL60	0	1	0	1	0	1
1179	DB00947	Fulvestrant	0.00000001	HL60	0	1	0	1	0.681533358	0
1180	DB02656	LY-294002	0.00001	HL60	0	1	0	1	0.627215131	0
1181	DB00313	Valproic Acid	0.0005	HL60	0	1	0	1	0.770812861	0
1182	DB00783	Estradiol	0.00000001	HL60	0	1	0	0.99	0	0.99
1183	DB00877	Sirolimus	0.0000001	HL60	0	1	0	1	0.693414319	0
1184	DB08059	Wortmannin	0.00000001	HL60	0	1	0	1	0.687348063	0
1185	DB00502	Haloperidol	0.00001	HL60	0	1	0	0.99	0.617582311	0
1203	DB00502	Haloperidol	0.00001	PC3	0	1	0	1	0	0.98
1204	DB00945	Acetylsalicylic acid	0.0001	PC3	0	1	-0.627777778	1	0	0.97
1205	DB00947	Fulvestrant	0.000001	PC3	0	1	0	1	0	0.99
1206	DB05134	Tanespimycin	0.000001	PC3	0.535589778	0	0	1	0	0.99
1207	DB00877	Sirolimus	0.0000001	PC3	0.470944275	0	0	1	-0.471804802	0.98
1208	DB00783	Estradiol	0.0000001	PC3	0	1	0	1	0	0.99
1209	DB00313	Valproic Acid	0.001	PC3	0	1	0	1	0	0.95
1211	DB00755	Tretinoin	0.000001	PC3	0	1	0	1	0.605279802	0
1213	DB12442	Alvespimycin	0.0000001	PC3	0	1	0	1	0	0.99
1214	DB00313	Valproic Acid	0.0002	PC3	0	1	0	1	0	0.99
1215	DB00433	Prochlorperazine	0.00001	PC3	-0.41452663	1	-0.666666667	1	0	1
1216	DB02656	LY-294002	0.0000001	PC3	0	1	0	1	0	0.98
1217	DB00477	Chlorpromazine	0.000001	PC3	0	1	0	1	0	0.99
1218	DB05134	Tanespimycin	0.000001	PC3	0	1	0	1	0.553093597	0
1220	DB02546	Vorinostat	0.00001	PC3	0	1	0	1	0	0.96
1221	DB00877	Sirolimus	0.0000001	PC3	0	1	0	1	-0.507371007	0.98
1222	DB00313	Valproic Acid	0.00005	PC3	0.483118543	0	0	0.99	0.510685207	0
1223	DB00179	Masoprocol	0.000001	PC3	0.427900915	0	0	1	0.671136178	0
1224	DB00831	Trifluoperazine	0.00001	PC3	-0.407072207	1	-0.622222222	1	0	0.96
1225	DB05134	Tanespimycin	0.000001	PC3	0	1	0	1	0	0.99
1226	DB05134	Tanespimycin	0.000001	PC3	0	1	0	1	0	0.97
1227	DB02656	LY-294002	0.00001	PC3	0.432025805	0	0	1	0	0.97
1228	DB02424	Geldanamycin	0.000001	PC3	0	1	0	1	0.559866321	0
1229	DB00363	Clozapine	0.00001	PC3	0	1	0	0.99	-0.656633907	1
1230	DB00679	Thioridazine	0.00001	PC3	-0.542030999	1	-0.711111111	1	0	0.99
1232	DB00197	Troglitazone	0.00001	PC3	0	1	0.569707111	0.06	0	0.95
1233	DB00412	Rosiglitazone	0.00001	PC3	0	1	0	1	0.673848986	0
1235	DB01645	Genistein	0.00001	PC3	0	1	0	1	0	0.97
1236	DB02656	LY-294002	0.00001	PC3	0.475637909	0	0	1	-0.507371007	1
1237	DB00623	Fluphenazine	0.00001	PC3	0	1	0	1	0	0.97
1238	DB00947	Fulvestrant	0.00000001	PC3	0.439662573	0	0.658082341	0	0	0.97
1239	DB02656	LY-294002	0.00001	PC3	0.460032951	0.01	0	0.99	0.622282865	0
1240	DB00313	Valproic Acid	0.0005	PC3	0	1	0	1	0	0.94
1241	DB00783	Estradiol	0.00000001	PC3	0.558915585	0	0	1	0.509593094	0.01
1242	DB00877	Sirolimus	0.0000001	PC3	0.546621867	0	0.667408618	0	0.413193036	0
1243	DB08059	Wortmannin	0.00000001	PC3	0.400879187	0	0	1	0	0.96
1244	DB00502	Haloperidol	0.00001	PC3	0	1	0	1	0.873992814	0
1263	DB01035	Procainamide	0.0000148	HL60	0	1	0	1	0.666454937	0
1265	DB01060	Amoxicillin	0.000011	HL60	0	1	0	1	0	1
1266	DB09022	Benfluorex	0.0000104	HL60	0	1	0	1	0	1
1267	DB13588	Naftidrofuryl	0.0000084	HL60	0	1	0	1	0	0.99
1268	DB11186	Pentoxyverine	0.0000076	HL60	0	1	0	1	0	0.99
1269	DB00882	Clomifene	0.0000066	HL60	0	1	0	1	0.673866483	0
1272	DB01239	Chlorprothixene	0.0000114	HL60	0	1	0	1	0	0.99
1273	DB00567	Cephalexin	0.000011	HL60	0	1	0	1	0	1
1274	DB01244	Bepridil	0.00001	HL60	0	1	0	1	0.605328993	0
1275	DB01393	Bezafibrate	0.000011	HL60	0	1	0	1	0	1
1276	DB04209	Dequalinium	0.0000076	HL60	0	1	0	1	0	1
1277	DB13670	Oxantel	0.0000066	HL60	0	1	0	1	0.647125667	0
1278	DB00382	Tacrine	0.0000158	HL60	0	1	0	1	0.79226856	0
1279	DB01018	Guanfacine	0.0000142	HL60	0	1	0	1	0	0.99
1280	DB00867	Ritodrine	0.0000124	HL60	0	1	0	1	0.76719481	0
1281	DB00514	Dextromethorphan	0.0000108	HL60	0	1	0	1	0	1
1282	DB00490	Buspirone	0.0000094	HL60	0	1	0	1	0.53195762	0
1285	DB01026	Ketoconazole	0.0000076	HL60	0	1	0	1	0	0.99
1286	DB00433	Prochlorperazine	0.0000066	HL60	0	1	0	1	0.677505663	0
1287	DB00612	Bisoprolol	0.000009	HL60	0	1	0	1	0.659381279	0
1288	DB00875	Flupentixol	0.0000078	HL60	0	1	0	1	0	1
1289	DB00363	Clozapine	0.0000122	HL60	0	1	0	1	0	0.98
1290	DB00450	Droperidol	0.0000106	HL60	0	1	0	1	0.687695129	0
1291	DB12319	Benzbromarone	0.0000094	HL60	0.625530519	0	0	1	0.643059154	0
1292	DB13511	Clebopride	0.0000082	HL60	0	1	0	1	0	1
1293	DB02703	Fusidic acid	0.0000074	HL60	0	1	0	1	0.743526538	0
1294	DB04703	Hesperidin	0.0000066	HL60	0	1	0	1	0.741237619	0
1295	DB00624	Testosterone	0.0000116	HL60	0	1	0	1	0	1
1297	DB13340	Suloctidil	0.0000118	HL60	0	1	0	1	0	1
1299	DB00783	Estradiol	0.0000146	HL60	0	1	0	1	0.877267908	0
1301	DB01184	Domperidone	0.0000074	HL60	0	1	0	1	0.768204076	0
1302	DB01092	Ouabain	0.0000054	HL60	0	1	0	1	0	1
1303	DB04365	Arecoline	0.000017	HL60	0	1	0	1	0	1
1304	DB07374	Anisomycin	0.000015	HL60	-0.665754127	1	0	1	0.750943438	0
1307	DB04652	Corticosterone	0.0000116	HL60	0	1	0	1	0.73095737	0
1310	DB00671	Cefixime	0.0000088	HL60	0	1	0	1	0	0.99
1311	DB01783	Pantothenic acid	0.000008	HL60	0	1	0	1	0	1
1312	DB00451	Levothyroxine	0.0000052	HL60	0	1	0	1	0.544488304	0
1314	DB00395	Carisoprodol	0.0000154	HL60	0	1	0	1	0	0.99
1315	DB00115	Cyanocobalamin	0.000003	HL60	0	1	0	1	0	1
1318	DB01578	Metrizamide	0.000005	HL60	0	1	0	1	0.666257214	0
1319	DB01330	Cefotetan	0.000007	HL60	0	1	0	1	0.580186548	0
1320	DB14476	DL-alpha-Tocopherol	0.0000092	HL60	0	1	0	1	0.527401343	0
1321	DB07352	Apigenin	0.0000148	HL60	0	1	0	1	0	1
1323	DB01140	Cefadroxil	0.000011	HL60	0	1	0	1	0	0.98
1324	DB06743	Ginkgolide A	0.0000098	HL60	0	1	0	1	0	1
1327	DB12582	Piperine	0.000014	HL60	0	1	0	1	0	1
1331	DB00091	Ciclosporin	0.0000034	HL60	0	1	0	1	0	0.99
1332	DB00924	Cyclobenzaprine	0.0000128	HL60	0	1	0	1	0	0.99
1333	DB13808	Mebhydrolin	0.0000048	HL60	0	1	0	1	0.466711671	0
1334	DB02375	Myricetin	0.0000126	HL60	-0.509805145	1	0	1	0.767816423	0
1335	DB00835	Brompheniramine	0.0000092	HL60	0	1	0	1	0	1
1337	DB01602	Bacampicillin	0.000008	HL60	0	1	0	1	0	1
1338	DB13510	Buflomedil	0.0000116	HL60	0	1	0	1	0	1
1340	DB00521	Carteolol	0.0000122	HL60	0	1	0	1	0	1
1341	DB13092	Meclocycline	0.0000058	HL60	0	1	0	0.99	0.549610167	0
1342	DB03467	Naringenin	0.0000146	HL60	0	1	0	1	0	0.99
1343	DB01087	Primaquine	0.0000088	HL60	0	1	0	1	0	0.99
1344	DB00915	Amantadine	0.0000096	HL60	0	1	0	1	0	0.99
1345	DB12480	Betulinic Acid	0.0000088	HL60	0	1	0	1	0	0.99
1346	DB12029	Chlorogenic Acid	0.0000112	HL60	0	1	0	1	0.5549886	0.01
1363	DB00704	Naltrexone	0.0000096	HL60	0	1	0	1	0	1
1364	DB00358	Mefloquine	0.0000096	HL60	0	1	0	1	0	1
1365	DB00637	Astemizole	0.0000088	HL60	0	1	0	1	0	0.99
1366	DB00675	Tamoxifen	0.000007	HL60	0	1	0	1	0	1
1367	DB00602	Ivermectin	0.0000046	HL60	0	1	0	1	0	1
1368	DB01119	Diazoxide	0.0000174	HL60	0	1	0	1	0	0.99
1369	DB00822	Disulfiram	0.0000134	HL60	0	1	0	1	0.680465339	0
1371	DB01114	Chlorphenamine	0.0000102	HL60	0	1	0	1	0	1
1372	DB08943	Isoconazole	0.0000096	HL60	0	1	0	1	0	1
1373	DB01190	Clindamycin	0.0000086	HL60	0	0.97	0	0.95	0	0.86
1374	DB00699	Nicergoline	0.0000082	HL60	0	1	0	1	0	1
1375	DB00483	Gallamine Triethiodide	0.0000044	HL60	0	1	0	1	0	1
1376	DB01424	Aminophenazone	0.0000172	HL60	0	1	0	1	0	0.99
1378	DB04821	Nomifensine	0.0000112	HL60	0.643331867	0	0	1	0	0.99
1379	DB00844	Nalbuphine	0.0000102	HL60	0	1	0	1	0	1
1380	DB00421	Spironolactone	0.0000096	HL60	0	1	0	1	0	1
1381	DB00342	Terfenadine	0.0000084	HL60	0	1	0	1	0	1
1383	DB00994	Neomycin	0.0000042	HL60	0	1	0	1	0.705697754	0
1385	DB06148	Mianserin	0.0000132	HL60	0	1	0	1	0	1
1387	DB13327	Picotamide	0.0000102	HL60	0	1	0	1	0	1
1388	DB00670	Pirenzepine	0.0000094	HL60	0	1	0	1	0	1
1389	DB00493	Cefotaxime	0.0000084	HL60	0	1	0	1	0	1
1390	DB01622	Thioproperazine	0.0000062	HL60	0	1	0	1	0	0.99
1391	DB11512	Dihydrostreptomycin	0.0000028	HL60	0	1	0	1	0	0.97
1392	DB00960	Pindolol	0.0000162	HL60	0	1	0	1	0.74215658	0
1393	DB08313	nocodazole	0.0000132	HL60	0	1	0	1	0	0.99
1394	DB01418	Acenocoumarol	0.0000114	HL60	0	1	0	1	0	1
1395	DB00620	Triamcinolone	0.0000102	HL60	0	1	0	1	0	1
1396	DB01234	Dexamethasone	0.0000092	HL60	0	1	0	1	0	0.99
1397	DB00759	Tetracycline	0.0000084	HL60	0	1	0	1	0	0.99
1398	DB00320	Dihydroergotamine	0.000003	HL60	0	1	0	1	0	1
1399	DB00951	Isoniazid	0.0000292	HL60	0	1	0	1	0	0.99
1401	DB00302	Tranexamic acid	0.0000254	HL60	0	1	0	1	0.631559297	0
1403	DB00211	Midodrine	0.0000138	HL60	0	1	0	1	0	0.98
1404	DB00863	Ranitidine	0.0000114	HL60	0	1	0	1	0	1
1405	DB00554	Piroxicam	0.000012	HL60	0	1	0	1	0	1
1406	DB01059	Norfloxacin	0.0000126	HL60	0	1	0	1	0	1
1407	DB00749	Etodolac	0.000014	HL60	0	1	0	1	0	1
1408	DB13415	Pentetrazol	0.000029	HL60	0	1	0	1	0	1
1410	DB00848	Levamisole	0.0000166	HL60	0	1	0	1	0	1
1411	DB01041	Thalidomide	0.0000154	HL60	0	1	0	1	0	0.99
1412	DB03604	Tiratricol	0.0000064	HL60	0	1	0	1	0	0.99
1413	DB11156	Pyrantel	0.0000112	HL60	0	1	0	1	0.679110823	0
1416	DB00356	Chlorzoxazone	0.0000236	HL60	0	1	0	0.92	0	0.84
1417	DB00752	Tranylcypromine	0.0000236	HL60	0	1	0	1	0	0.99
1418	DB01626	Pargyline	0.0000204	HL60	0	1	0	1	0	1
1419	DB13627	Oxolinic acid	0.0000154	HL60	0	1	0	1	0.737835266	0
1420	DB02266	Flufenamic Acid	0.0000142	HL60	0	1	0	1	0	1
1422	DB08979	Fenspiride	0.0000134	HL60	0	1	0	1	0	1
1423	DB06694	Xylometazoline	0.0000142	HL60	0	1	0	1	0	1
1424	DB00424	Hyoscyamine	0.0000138	HL60	0	1	0	1	0	1
1425	DB13026	Ornidazole	0.0000182	HL60	0	1	0	1	0	1
1426	DB01616	Alverine	0.0000084	HL60	0	1	0	1	0	0.99
1428	DB04743	Nimesulide	0.000013	HL60	0	1	0	1	0	1
1429	DB08972	Flumequine	0.0000154	HL60	0	1	0	1	0	1
1430	DB01241	Gemfibrozil	0.000016	HL60	0	1	0	1	0	1
1431	DB00935	Oxymetazoline	0.0000134	HL60	0	1	0.825005837	0	0	1
1432	DB00856	Chlorphenesin	0.0000162	HL60	0	1	0	1	0	1
1433	DB00593	Ethosuximide	0.0000284	HL60	0	1	0	1	0	1
1435	DB00355	Aztreonam	0.0000092	HL60	0	1	0	1	0	0.99
1437	DB09216	Tolfenamic Acid	0.0000152	HL60	0	1	0	1	0	0.99
1439	DB13407	Nifenazone	0.000013	HL60	0	1	0	1	0	0.99
1440	DB13836	Metampicillin	0.0000104	HL60	0	1	0	1	0	0.99
1441	DB06795	Mafenide	0.000018	HL60	0	1	0	1	0.656142516	0
1442	DB04818	Iproniazid	0.0000144	HL60	0	1	0	0.99	0	1
1443	DB01147	Cloxacillin	0.0000088	HL60	0	1	0	1	0	1
1444	DB00806	Pentoxifylline	0.0000144	HL60	0	1	0	1	0	0.99
1445	DB00939	Meclofenamic acid	0.0000118	HL60	0	1	0	1	0	1
1463	DB06147	Sulfathiazole	0.0000156	MCF7	0	1	0.691384544	0	0.721114589	0
1464	DB00501	Cimetidine	0.0000158	MCF7	0.528264999	0	0	0.99	0.787496776	0
1465	DB13179	Troleandomycin	0.000005	MCF7	0	1	0.590192492	0	0	0.97
1466	DB06711	Naphazoline	0.0000162	MCF7	0	1	0.639397359	0.01	0	0.95
1467	DB00391	Sulpiride	0.0000118	MCF7	0.620836404	0	0	1	0	0.96
1468	DB00805	Minaprine	0.0000108	MCF7	0	1	0	0.99	0.60673012	0
1469	DB00527	Cinchocaine	0.0000116	MCF7	0	1	0	0.98	0	0.98
1470	DB00594	Amiloride	0.0000132	MCF7	0	1	0	1	0	0.97
1472	DB01235	Levodopa	0.0000202	MCF7	0	1	0	1	0	0.97
1473	DB00366	Doxylamine	0.0000102	MCF7	0	1	0	1	0.653637517	0
1474	DB00205	Pyrimethamine	0.000016	MCF7	0	1	0.585978157	0.04	0	0.94
1475	DB00208	Ticlopidine	0.0000134	MCF7	-0.501865992	1	0	1	0.688446486	0
1476	DB00892	Oxybuprocaine	0.0000116	MCF7	0	1	0	1	0	0.98
1477	DB01110	Miconazole	0.0000096	MCF7	-0.564659345	1	0	1	0	0.98
1478	DB00635	Prednisone	0.0000112	MCF7	0	1	0	1	0	0.97
1480	DB00249	Idoxuridine	0.0000112	MCF7	0	1	0	0.99	0.717281032	0
1481	DB00330	Ethambutol	0.0000144	MCF7	0	1	-0.610266687	1	0	0.98
1482	DB08960	Hexamethonium	0.00001	MCF7	0	1	0	0.99	0	1
1483	DB00804	Dicyclomine	0.0000116	MCF7	-0.491663387	1	0	1	0	0.97
1484	DB12532	Oxetacaine	0.0000086	MCF7	0	1	0	0.99	0	0.97
1485	DB08941	Isoxsuprine	0.0000118	MCF7	0	1	0	0.99	0.732533369	0
1486	DB00679	Thioridazine	0.0000098	MCF7	0.401613357	0	0	1	0	0.99
1487	DB00999	Hydrochlorothiazide	0.0000134	MCF7	0	1	0	1	0	0.97
1488	DB01197	Captopril	0.0000172	MCF7	0	1	0	0.99	0	0.96
1489	DB01435	Antipyrine	0.0000212	MCF7	0.512655384	0	0	0.99	0.580419264	0
1490	DB00861	Diflunisal	0.000016	MCF7	0	1	0	0.99	0	0.98
1491	DB09088	Amylocaine	0.0000148	MCF7	0.517610586	0	0	0.99	0.734977942	0
1492	DB01620	Pheniramine	0.0000112	MCF7	0	1	0	1	0	0.96
1493	DB01193	Acebutolol	0.0000108	MCF7	0	1	0	1	0	0.98
1494	DB13720	Diphemanil	0.0000102	MCF7	0	1	0	1	0	0.95
1495	DB13726	Sulfaguanidine	0.0000186	MCF7	0	1	0	1	0.702135684	0
1496	DB00350	Minoxidil	0.0000192	MCF7	0.570491147	0	0	1	0.642099367	0
1498	DB06803	Niclosamide	0.0000122	MCF7	0	1	0	0.99	0	0.98
1499	DB00281	Lidocaine	0.0000148	MCF7	0	1	0	1	0.729295562	0
1500	DB00797	Tolazoline	0.0000204	MCF7	0	1	0	1	0.640239596	0
1501	DB00525	Tolnaftate	0.000013	MCF7	0	1	0	1	0.698307242	0
1502	DB00662	Trimethobenzamide	0.0000094	MCF7	0	1	0	0.98	0.812142093	0
1503	DB00916	Metronidazole	0.0000234	MCF7	0	1	0	1	0.599549282	0
1505	DB00714	Apomorphine	0.0000064	MCF7	0	1	0	1	0	0.96
1506	DB01183	Naloxone	0.000011	MCF7	0.599992921	0	0	1	0	0.97
1507	DB01200	Bromocriptine	0.0000054	MCF7	0	1	0	1	0	0.97
1508	DB01067	Glipizide	0.000009	MCF7	0.529837431	0	0	1	0.599666357	0
1509	DB00661	Verapamil	0.0000082	MCF7	0	1	0.693628557	0	0.727174487	0
1510	DB00199	Erythromycin	0.0000054	MCF7	0	1	0.688888889	0	0	0.99
1512	DB04832	Zimelidine	0.0000098	MCF7	0	1	0	0.99	0	0.93
1513	DB00543	Amoxapine	0.0000128	MCF7	0.502255023	0	0	1	0.558155129	0
1514	DB00524	Metolazone	0.000011	MCF7	0	1	0.756686642	0	0	0.98
1516	DB00408	Loxapine	0.000009	MCF7	0	1	0	0.99	-0.538697789	1
1517	DB00975	Dipyridamole	0.000008	MCF7	0	1	0	1	0	0.97
1518	DB11442	Oleandomycin	0.000005	MCF7	0	1	0	1	0	0.97
1519	DB01010	Edrophonium	0.0000198	MCF7	0	1	0	1	0	0.91
1521	DB00434	Cyproheptadine	0.0000124	MCF7	0	1	0	1	0	0.96
1522	DB00537	Ciprofloxacin	0.0000108	MCF7	0	1	0.527777778	0.03	0	0.99
1523	DB11622	Dehydrocholic acid	0.0000096	MCF7	0	1	0.572222222	0.01	0	0.92
1524	DB00557	Hydroxyzine	0.000009	MCF7	0	1	0	0.99	0	0.92
1525	DB00878	Chlorhexidine	0.000008	MCF7	0	1	0	1	0	0.96
1526	DB13456	Midecamycin	0.000005	MCF7	0	1	0	1	0	0.94
1527	DB13597	Moroxydine	0.0000192	MCF7	0	1	0	1	0	0.93
1528	DB00993	Azathioprine	0.0000144	MCF7	0	1	0.581387657	0	0	0.99
1529	DB00927	Famotidine	0.0000118	MCF7	0	1	0.665408462	0	0.472043685	0
1530	DB00415	Ampicillin	0.00001	MCF7	0	1	0	1	0.718491558	0
1531	DB01094	Hesperetin	0.0000132	MCF7	0	1	0	0.99	0	0.96
1532	DB00343	Diltiazem	0.0000088	MCF7	0	1	0	0.99	0	0.96
1533	DB00836	Loperamide	0.0000078	MCF7	-0.471414036	1	-0.638888889	1	0	0.96
1534	DB01321	Josamycin	0.0000048	MCF7	0	1	0	0.99	0	0.95
1536	DB00181	Baclofen	0.0000188	MCF7	0.555794986	0	0	0.99	0.769448258	0
1537	DB12474	Lynestrenol	0.000014	MCF7	0	1	0	1	0.49291984	0
1538	DB01406	Danazol	0.0000118	MCF7	0	1	0	0.98	0.618757557	0
1539	DB00502	Haloperidol	0.0000106	MCF7	0	1	0	1	0	0.97
1540	DB00850	Perphenazine	0.00001	MCF7	0	1	0	0.99	0	0.97
1541	DB09093	Chlortetracycline	0.0000078	MCF7	0	1	0	1	0	0.94
1542	DB01229	Paclitaxel	0.0000046	MCF7	0	1	0.688888889	0.01	0	0.94
1543	DB00787	Acyclovir	0.0000178	MCF7	0	1	0	1	0	0.94
1544	DB00629	Guanabenz	0.0000138	MCF7	0	1	0	1	0	0.93
1545	DB00589	Lisuride	0.0000118	MCF7	0.494491747	0	0	1	0.712688757	0
1546	DB01016	Glyburide	0.000008	HL60	0	1	0	0.92	0	0.86
1547	DB00518	Albendazole	0.000015	HL60	0	1	0	1	0	1
1548	DB00755	Tretinoin	0.0000134	HL60	0	1	0	1	0.533649021	0
1549	DB00257	Clotrimazole	0.0000116	HL60	0	1	0	1	0	0.98
1550	DB00598	Labetalol	0.000011	HL60	0	1	-0.749819701	1	0	1
1551	DB01062	Oxybutynin	0.0000102	HL60	0	1	0	1	0	0.98
1552	DB09084	Benzydamine	0.0000116	HL60	0	1	0	1	0	1
1553	DB00595	Oxytetracycline	0.000008	HL60	0	1	0	1	0	0.99
1554	DB01170	Guanethidine	0.0000134	HL60	0	1	0	1	0	1
1555	DB00575	Clonidine	0.000015	HL60	0	1	0	1	0	1
1556	DB08799	Antazoline	0.0000132	HL60	0	1	0	1	0	1
1557	DB12131	Vinpocetine	0.0000114	HL60	0	1	0	1	0	0.99
1558	DB00568	Cinnarizine	0.0000108	HL60	0	1	0	1	0	1
1560	DB13790	Fipexide	0.0000094	HL60	0	1	0	1	0	1
1562	DB01100	Pimozide	0.0000086	HL60	0	1	0	1	0	1
1563	DB01103	Quinacrine	0.0000078	HL60	0	1	0	1	0	1
1564	DB01156	Bupropion	0.0000144	HL60	0	1	0	1	-0.733662769	1
1565	DB00903	Etacrynic acid	0.0000132	HL60	0	1	0	1	0	0.99
1566	DB01242	Clomipramine	0.0000114	HL60	0	1	0	1	0	1
1567	DB00959	Methylprednisolone	0.0000106	HL60	0	1	0	1	0	0.99
1568	DB06691	Mepyramine	0.00001	HL60	0	1	0	1	0	1
1569	DB00834	Mifepristone	0.0000094	HL60	0	1	0	1	0	0.99
1570	DB00613	Amodiaquine	0.0000086	HL60	0	1	0	1	0	0.99
1571	DB00866	Alprenolol	0.000014	HL60	0	1	0	1	0	1
1572	DB01058	Praziquantel	0.0000128	HL60	0	1	0	1	0	1
1573	DB08980	Fendiline	0.0000114	HL60	0	1	0	1	0	1
1574	DB01138	Sulfinpyrazone	0.0000098	HL60	0	1	0	1	0	1
1576	DB12554	Mebeverine	0.0000086	HL60	0	1	0	1	0	1
1577	DB00623	Fluphenazine	0.0000078	HL60	0	1	0	1	0	0.99
1578	DB01082	Streptomycin	0.0000028	HL60	0	1	0	1	0	1
1580	DB00695	Furosemide	0.000012	HL60	0	1	0	1	0.647610652	0
1581	DB00310	Chlorthalidone	0.0000118	HL60	0	1	0	1	0	1
1582	DB01408	Bambuterol	0.00001	HL60	0	1	0	1	0	1
1583	DB00920	Ketotifen	0.0000094	HL60	0	1	0	1	0	0.99
1585	DB00871	Terbutaline	0.0000072	HL60	0	1	0	1	0	1
1586	DB00346	Alfuzosin	0.0000094	HL60	0	1	0	1	0	0.99
1587	DB01297	Practolol	0.000015	HL60	0	1	0	1	0	0.99
1588	DB04819	Methapyrilene	0.0000134	HL60	0	1	0	1	0	0.99
1589	DB00841	Dobutamine	0.0000118	HL60	0	1	0	1	0	0.98
1590	DB00443	Betamethasone	0.0000102	HL60	0	1	0	1	0	1
1591	DB04840	Debrisoquine	0.000009	HL60	0	1	0	1	0	0.99
1592	DB00195	Betaxolol	0.0000116	HL60	0	1	0	1	0	1
1593	DB12465	Ketanserin	0.000007	HL60	0	1	0	1	0	0.99
1594	DB00672	Chlorpropamide	0.0000144	HL60	0	1	0	1	0	0.99
1595	DB00495	Zidovudine	0.000015	HL60	0	1	0	1	0	1
1596	DB01151	Desipramine	0.0000132	HL60	0	1	0	1	0	1
1597	DB00467	Enoxacin	0.0000124	HL60	0	1	0	1	0	1
1598	DB01394	Colchicine	0.00001	HL60	0	1	0	1	0	1
1599	DB00563	Methotrexate	0.0000088	HL60	0	1	0	1	0	0.99
1600	DB00622	Nicardipine	0.0000078	HL60	0	1	0	1	0	1
1602	DB00397	Phenylpropanolamine	0.0000214	HL60	0	1	0	1	0	1
1603	DB00263	Sulfisoxazole	0.000015	HL60	0	1	0	1	0	1
1604	DB04017	Clorgiline	0.000013	HL60	0	1	0	1	0	1
1605	DB13792	Clopamide	0.0000116	HL60	0	1	0	0.97	0	0.85
1606	DB13520	Metergoline	0.00001	HL60	0	1	0	1	0	1
1607	DB00353	Methylergometrine	0.0000088	HL60	0	1	0	1	0	1
1608	DB01599	Probucol	0.0000078	HL60	0	1	0	1	0	1
1609	DB01172	Kanamycin	0.0000068	HL60	0	1	0	1	0	1
1610	DB00126	Ascorbic acid	0.0000224	HL60	0	1	0	1	0	1
1613	DB01407	Clenbuterol	0.0000128	HL60	0	1	0	1	0	1
1614	DB14061	Hycanthone	0.0000112	HL60	0	1	0	1	0	0.99
1615	DB01194	Brinzolamide	0.0000104	HL60	0	1	0	1	0	1
1618	DB00479	Amikacin	0.0000066	HL60	0	1	0	1	0	0.99
1619	DB00968	Methyldopa	0.000019	HL60	0	1	0	1	0	1
1620	DB01178	Chlormezanone	0.0000146	HL60	0	1	0	1	0	1
1621	DB00934	Maprotiline	0.0000128	HL60	0	1	0	1	0	0.99
1622	DB00131	Adenosine phosphate	0.000011	HL60	0	1	0	1	0	1
1623	DB06742	Ambroxol	0.0000096	HL60	0	1	0	1	0	0.99
1624	DB00845	Clofazimine	0.0000084	HL60	0	1	0	1	-0.754157151	1
1625	DB03701	Vanoxerine	0.0000076	HL60	0	1	0	1	0	1
1626	DB00773	Etoposide	0.0000068	HL60	-0.611939193	1	0	1	0	1
1627	DB01329	Cefoperazone	0.0000058	HL60	0	1	0	1	0	1
1628	DB00502	Haloperidol	0.00001	MCF7	0.56994772	0	0	1	0	1
1629	DB00945	Acetylsalicylic acid	0.0001	MCF7	0	1	0	1	0	1
1630	DB00947	Fulvestrant	0.000001	MCF7	0	1	0	1	0	1
1631	DB05134	Tanespimycin	0.000001	MCF7	0.638133724	0	0	1	0	1
1632	DB00877	Sirolimus	0.0000001	MCF7	0.642958522	0	0.75	0	0	1
1633	DB00783	Estradiol	0.0000001	MCF7	0	1	-0.73417646	1	0	1
1634	DB00313	Valproic Acid	0.001	MCF7	0	1	0	1	0	1
1636	DB00755	Tretinoin	0.000001	MCF7	0	1	0	1	0	0.99
1638	DB12442	Alvespimycin	0.0000001	MCF7	0	1	0	1	0	1
1639	DB00313	Valproic Acid	0.0002	MCF7	0	1	0	1	0	0.99
